0.01
[0.4422 0.5066]
[0.0561 0.6342]
[0.0019 0.7848]
[3.000e-04 8.072e-01]
[3.000e-04 8.052e-01]
[3.000e-04 8.056e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
[3.000e-04 8.054e-01]
