0.1
[0.5216 0.4818]
[0.0596 0.7496]
[0.0081 0.8204]
[0.0032 0.814 ]
[0.001  0.8074]
[2.000e-04 8.081e-01]
[1.000e-04 8.091e-01]
[1.000e-04 8.093e-01]
[1.000e-04 8.093e-01]
[1.000e-04 8.094e-01]
[1.000e-04 8.095e-01]
[1.000e-04 8.095e-01]
[1.000e-04 8.095e-01]
[1.000e-04 8.095e-01]
[1.000e-04 8.095e-01]
[1.000e-04 8.095e-01]
[1.000e-04 8.095e-01]
[1.000e-04 8.095e-01]
[1.000e-04 8.095e-01]
[1.000e-04 8.095e-01]
